drugName,avg_sentiment,avg_rating,review_count,avg_usefulness,demand,demand_scaled,effectiveness_score,sentiment_per_review,engagement_score,popularity,top_side_effects,sentiment_rating_proxy,sentiment_usefulness,rating_variation_proxy,insights,actions,performance_score,risk_score,opportunity_score,drug_category
Adzenys XR-ODT,0.5215133333333334,6.0,15,8.533333333333333,179.21800000000002,0.0186858245745342,6.0,0.0325945833333333,128.0,high,"[('insomnia', 2), ('anxiety', 2), ('headache', 2)]",7.822700000000001,4.4502471111111115,1.5734265734265735,['Multiple side effects reported'],['Review drug safety profile'],2.012395562270172,0.2489976247191479,0.7544396184386017,High Performer
Aerobid-M,-0.1752,10.0,1,1.0,18.48,0.0074239400817315,10.0,-0.0876,1.0,low,"[('pain', 1)]",-0.1752,-0.1752,0.5,['Negative patient sentiment detected'],['Investigate patient complaints'],2.9303108281018244,0.5886628326101974,0.4117486198302925,High Performer
Afatinib,0.8174,10.0,1,1.0,97.74,0.0129771817849973,10.0,0.4087,1.0,low,"[('rash', 1)]",0.8174,0.8174,0.5,[],[],3.329027074603481,0.0923628326101973,0.9052548756608652,High Performer
Afinitor,-0.20765,5.333333333333333,6,19.5,80.235,0.0117507182975425,5.333333333333333,-0.0296642857142857,117.0,medium,"[('rash', 2), ('nausea', 1), ('vomiting', 1)]",-1.2459,-4.049175,0.2926829268292683,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.5186368664907948,0.6231206559482653,0.39334688918200855,High Performer
Aflibercept,0.575275,7.0,4,9.5,138.5275,0.0158349012648353,7.0,0.1150549999999999,38.0,medium,[],2.3011,5.4651125,0.3809523809523809,[],[],2.3330396774824402,0.2218769883355261,0.7827547041959331,High Performer
Afrezza,0.30876,8.866666666666667,15,32.4,209.676,0.0208198219981788,8.866666666666667,0.0192975,486.0,high,[],4.631399999999999,10.003823999999998,0.4491017964071856,[],[],2.787938376248818,0.37821320685630905,0.6469893729186369,High Performer
Afrin,-0.1507066666666666,4.066666666666666,15,7.133333333333334,117.196,0.0143403393749385,4.066666666666666,-0.0094191666666666,107.0,high,[],-2.260599999999999,-1.0750408888888885,1.8442622950819672,['Negative patient sentiment detected'],['Investigate patient complaints'],1.162195877176484,0.5837679118004876,0.42051576026141557,High Performer
Afrin NoDrip Sinus,-0.4317,5.0,1,8.0,25.830000000000005,0.0079389076128822,5.0,-0.21585,8.0,low,"[('anxiety', 1)]",-0.4317,-3.4536,0.1111111111111111,['Negative patient sentiment detected'],['Investigate patient complaints'],1.3278662710968685,0.7236113972034988,0.2832395481718861,High Performer
Afrin Original,-0.5984,1.0,1,0.0,-5.840000000000003,0.005719993094305,1.0,-0.2992,0.0,low,[],-0.5984,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints'],0.06051649155223725,0.7993058948111543,0.2010058474129378,High Risk
Aftera,-0.0235204545454545,7.227272727272728,44,6.795454545454546,233.23886363636365,0.0224707212789487,7.227272727272728,-0.0005226767676767,299.0,high,"[('nausea', 4), ('fatigue', 3), ('headache', 3)]",-1.034899999999998,-0.1598321797520658,5.644314868804664,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.163706336707073,0.5229224262797388,0.4800186054882121,High Performer
Aggrenox,-0.32875,6.5,10,31.6,112.325,0.0139990595321855,6.5,-0.0298863636363636,316.0,medium,"[('headache', 6), ('nausea', 2), ('pain', 2)]",-3.2874999999999996,-10.3885,0.3067484662576687,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.8208755284922855,0.6956731825613032,0.3316657858461907,High Performer
Alamast,-0.13015,5.5,2,0.5,30.985,0.0083000855207845,5.5,-0.0433833333333333,1.0,low,[],-0.2603,-0.065075,1.3333333333333333,['Negative patient sentiment detected'],['Investigate patient complaints'],1.598595292680467,0.56576525852183,0.4338328455325548,High Performer
Alavert,-0.4019,10.0,1,26.0,22.81,0.0077273155116475,10.0,-0.20095,26.0,low,[],-0.4019,-10.4494,0.037037037037037,['Negative patient sentiment detected'],['Investigate patient complaints'],2.839722402002306,0.7259362775862739,0.29824599666282314,High Performer
Albendazole,0.2607,8.666666666666666,3,17.333333333333332,103.73666666666666,0.0133973298977139,8.666666666666666,0.065175,52.0,medium,"[('headache', 1), ('diarrhea', 1), ('rash', 1)]",0.7821,4.5188,0.1636363636363636,['Multiple side effects reported'],['Review drug safety profile'],2.7064738963486437,0.38655460628354255,0.6266935060855939,High Performer
Albiglutide,-0.1834666666666666,2.5,6,4.833333333333333,59.32000000000001,0.0102853379010777,2.5,-0.0262095238095238,29.0,medium,"[('headache', 2), ('pain', 2), ('diarrhea', 1)]",-1.1007999999999996,-0.8867555555555552,1.0285714285714287,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",0.6778678746212246,0.5969939015623003,0.40617576452018134,Stable
Albuterol,0.1023261904761904,4.285714285714286,42,13.214285714285714,257.6611904761904,0.0241818376541406,4.285714285714286,0.0023796788482834,555.0,high,"[('pain', 3), ('dry mouth', 2), ('anxiety', 1)]",4.297699999999997,1.3521675170068015,2.954773869346734,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",1.3320939628781194,0.46592973631773815,0.5420810936158322,High Performer
Albuterol / ipratropium,0.3895090909090909,7.545454545454546,11,18.636363636363637,151.22363636363636,0.0167244384074658,7.545454545454546,0.0324590909090909,205.0,medium,[],4.2846,7.25903305785124,0.5601851851851852,[],[],2.4226381843479974,0.32424413826849935,0.6894242382078826,High Performer
Alcaftadine,0.4130636363636364,7.272727272727272,11,13.909090909090908,154.12454545454543,0.0169276865697295,7.272727272727272,0.0344219696969697,153.0,medium,[],4.5437,5.7453396694214875,0.7378048780487805,[],[],2.350303171187476,0.30794315958211393,0.7010992601420848,High Performer
Alclometasone,0.9403,8.0,1,13.0,169.03,0.0179720165191106,8.0,0.47015,13.0,low,[],0.9403,12.2239,0.0714285714285714,[],[],2.779694765911872,0.04239608619871405,0.9641920568135466,High Performer
Aldactone,0.1633,6.5,8,107.375,302.08,0.0272939797870833,6.5,0.0181444444444444,859.0,medium,"[('pain', 2), ('weight gain', 1), ('weight loss', 1)]",1.3064,17.5343375,0.0738177623990772,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.0217086013527674,0.5219483546614828,0.5710023310787207,High Performer
Aldara,-0.23680625,7.5,16,34.6875,154.694375,0.0169676108845865,7.5,-0.0139297794117647,555.0,high,"[('pain', 5), ('headache', 3), ('fatigue', 2)]",-3.7889,-8.214216796875,0.4483362521891418,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.1585490859818277,0.6532912218827742,0.37614423169695366,High Performer
Aldomet,0.9297,3.0,1,24.0,145.97,0.0163563496798814,3.0,0.46485,24.0,low,"[('dizziness', 1)]",0.9297,22.3128,0.04,[],[],1.2749670767328636,0.05822240198818776,0.9597048721118937,High Performer
Alefacept,0.45,10.0,1,3.0,71.0,0.0111036808621444,10.0,0.225,3.0,low,"[('pain', 1), ('fever', 1)]",0.45,1.35,0.25,[],[],3.1815015581834167,0.27797670820828346,0.7224974030276389,High Performer
Alemtuzumab,0.5105333333333334,8.333333333333334,3,34.0,146.05333333333334,0.0163621883140214,8.333333333333334,0.1276333333333333,102.0,medium,"[('headache', 1), ('rash', 1), ('fever', 1)]",1.5316,17.358133333333335,0.0857142857142857,['Multiple side effects reported'],['Review drug safety profile'],2.7073021724584314,0.27758690293426014,0.7501186014581702,High Performer
Alendronate,-0.5477052631578947,2.3684210526315788,19,92.15789473684212,245.5452631578948,0.0233329520515959,2.3684210526315788,-0.0273852631578947,1751.0000000000005,high,"[('pain', 14), ('nausea', 4), ('headache', 4)]",-10.4064,-50.475363988919675,0.2039548022598869,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",0.4966371753051035,0.8640540059447941,0.21749242712307304,High Risk
Alesse,-0.1703869047619047,5.488095238095238,84,7.464285714285714,461.88988095238096,0.0384908369091967,5.488095238095238,-0.0020045518207282,627.0,high,"[('pain', 18), ('weight gain', 14), ('nausea', 14)]",-14.312499999999996,-1.271816539115646,9.924050632911392,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.58804218319397,0.6012314736607667,0.3985259248354469,High Performer
Aleve,-0.2585818181818182,8.06060606060606,33,42.06060606060606,259.2630303030303,0.0242940683345388,8.06060606060606,-0.0076053475935828,1388.0,high,"[('pain', 28), ('nausea', 1), ('headache', 1)]",-8.5332,-10.876107988980715,0.7663617171006333,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.320232168723301,0.673034821649053,0.3615706278854075,High Performer
Aleve-D Sinus & Cold,-0.1045,9.0,1,18.0,41.55,0.0090403075570576,9.0,-0.05225,18.0,low,[],-0.1045,-1.881,0.0526315789473684,['Negative patient sentiment detected'],['Investigate patient complaints'],2.6590787287679007,0.5695807751939295,0.4462854520534985,High Performer
Alfuzosin,-0.0785090909090909,5.909090909090909,22,35.22727272727273,207.6036363636364,0.0206746247212448,5.909090909090909,-0.0034134387351778,775.0,high,"[('pain', 7), ('headache', 2), ('dizziness', 2)]",-1.7271999999999998,-2.7656611570247933,0.6072772898368883,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.7457141848015079,0.5752945401298651,0.4534278738156688,High Performer
Alimta,-0.8607,8.0,1,38.0,31.929999999999993,0.0083662956319325,8.0,-0.43035,38.0,low,"[('fatigue', 1)]",-0.8607,-32.7066,0.0256410256410256,['Negative patient sentiment detected'],['Investigate patient complaints'],2.0563952782084014,0.9668195311747907,0.06852453631933114,High Performer
Alirocumab,-0.1047083333333333,6.0,12,24.333333333333332,109.19583333333333,0.0137798188202273,6.0,-0.0080544871794871,292.0,medium,"[('pain', 6), ('diarrhea', 1)]",-1.2564999999999995,-2.547902777777777,0.4736842105263158,['Negative patient sentiment detected'],['Investigate patient complaints'],1.7604260173305633,0.5769103908438988,0.44379691556017214,High Performer
Aliskiren,-0.3794,7.8,10,23.4,82.85999999999999,0.0119346352729535,7.8,-0.034490909090909,234.0,medium,"[('pain', 1), ('headache', 1), ('nausea', 1)]",-3.794,-8.87796,0.4098360655737705,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.1899923818461677,0.7131512926091501,0.3073793635897205,High Performer
Aliskiren / hydrochlorothiazide,0.2507333333333333,8.0,3,12.0,85.07333333333332,0.0120897093957127,8.0,0.0626833333333333,36.0,medium,"[('headache', 2), ('nausea', 1), ('diarrhea', 1)]",0.7522,3.0088,0.2307692307692307,['Multiple side effects reported'],['Review drug safety profile'],2.5020925243172374,0.3864342713553129,0.6223680150268263,High Performer
Alka-Seltzer Cold and Sinus,0.5965,10.0,1,6.0,122.65,0.0147224663021353,10.0,0.29825,6.0,low,[],0.5965,3.579,0.1428571428571428,[],[],3.241193888890085,0.20759752160541262,0.7939268518498579,High Performer
Alka-Seltzer Plus Cold Formula Sparkling Original Effervescent Tablets,0.2023,8.0,1,2.0,61.23,0.0104191593955672,8.0,0.10115,2.0,low,[],0.2023,0.4046,0.3333333333333333,['Underrated drug opportunity'],['Increase marketing efforts'],2.4822149353178955,0.4008697704092404,0.5989917744701737,High Performer
Allantoin / camphor / phenol,0.8372,8.0,1,9.0,109.72,0.0138165438289681,8.0,0.4186,9.0,low,[],0.8372,7.534800000000001,0.1,[],[],2.737200436111049,0.09011833500254178,0.914732606481585,High Performer
Allegra,0.104644,7.44,25,22.44,181.3444,0.0188348078341585,7.44,0.0040247692307692,561.0,high,"[('headache', 3), ('fever', 3), ('dizziness', 1)]",2.6161,2.34821136,1.0665529010238908,['Multiple side effects reported'],['Review drug safety profile'],2.277692799546997,0.47179905448938264,0.5459300007550051,High Performer
Allegra Allergy,-0.48685,1.0,2,2.0,-28.685,0.0041193899311571,1.0,-0.1622833333333333,4.0,low,[],-0.9737,-0.9737,0.6666666666666666,['Negative patient sentiment detected'],['Investigate patient complaints'],0.10465334934519283,0.7455506652203946,0.25758608442467856,High Risk
Allegra ODT,0.5719,10.0,1,26.0,152.19,0.0167921453320933,10.0,0.28595,26.0,low,[],0.5719,14.8694,0.037037037037037,[],[],3.2319786216892137,0.23903627758627388,0.780585630517977,High Performer
Allegra-D 12 Hour,0.0357499999999999,8.75,4,10.75,49.07499999999999,0.0095675362199023,8.75,0.0071499999999999,43.0,medium,"[('insomnia', 3), ('headache', 1), ('dizziness', 1)]",0.1429999999999996,0.3843124999999989,0.3404255319148936,"['Multiple side effects reported', 'Underrated drug opportunity']","['Review drug safety profile', 'Increase marketing efforts']",2.640337872786636,0.4928356605843299,0.5161452120222729,High Performer
Allegra-D 24 Hour,-0.2975571428571428,8.428571428571429,7,9.142857142857142,33.53,0.008478397407421,8.428571428571429,-0.0371946428571428,64.0,medium,"[('dry mouth', 2), ('pain', 1), ('nausea', 1)]",-2.0828999999999995,-2.720522448979591,0.6901408450704226,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.4102576875678663,0.6582689806979021,0.35003956833926986,High Performer
Allerx Dose Pack DF,-0.0129,10.0,1,6.0,49.71,0.0096120266120494,10.0,-0.00645,6.0,low,[],-0.0129,-0.0774,0.1428571428571428,['Negative patient sentiment detected'],['Investigate patient complaints'],2.9958913022154596,0.5122975216054126,0.4917978296409004,High Performer
Alli,0.1275863636363636,6.9772727272727275,44,68.31818181818181,418.395,0.0354434285470551,6.9772727272727275,0.0028352525252525,3006.0,high,"[('weight loss', 11), ('constipation', 3), ('pain', 2)]",5.613799999999999,8.71646838842975,0.6347540983606558,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.153064876821584,0.5062424404163199,0.5490456598428154,High Performer
Allopurinol,-0.364784,7.96,25,45.96,229.4416,0.022204671281677,7.96,-0.0140301538461538,1149.0,high,"[('pain', 13), ('rash', 1), ('sweating', 1)]",-9.1196,-16.76547264,0.5323679727427598,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.2469387931281153,0.7290202315228754,0.30952067811980727,High Performer
Almotriptan,0.45928,9.5,10,8.0,146.928,0.0164234706179552,9.5,0.0417527272727272,80.0,medium,"[('headache', 4)]",4.5928,3.67424,1.1111111111111112,[],[],3.0368193371939864,0.279074450503887,0.7244611046766891,High Performer
Aloe vera,0.1298,10.0,1,2.0,38.98,0.008860244080179,10.0,0.0649,2.0,low,"[('pain', 1)]",0.1298,0.2596,0.3333333333333333,['Underrated drug opportunity'],['Increase marketing efforts'],3.0527443765914026,0.4371197704092404,0.5635260390143291,High Performer
Alogliptin,-0.0812,4.0,2,9.0,47.88,0.0094838102063343,4.0,-0.0270666666666666,18.0,low,[],-0.1624,-0.7307999999999999,0.2,['Negative patient sentiment detected'],['Investigate patient complaints'],1.1685326000819998,0.549424229813696,0.45771233319666693,High Performer
Alogliptin / metformin,0.8126,1.0,1,2.0,107.26,0.0136441873491544,1.0,0.4063,2.0,low,[],0.8126,1.6252,0.3333333333333333,[],[],0.6273084102922997,0.09571977040924037,0.9025193161795007,Underrated Opportunity
Aloprim,0.48245,9.5,2,52.5,167.245,0.0178469529758312,9.5,0.1608166666666666,105.0,low,"[('pain', 1)]",0.9649,25.328625,0.0373831775700934,[],[],3.0465170154702186,0.3092260240720692,0.7353299742163024,High Performer
Alosetron,0.0534333333333333,9.666666666666666,9,23.0,133.34333333333333,0.015471679834984,9.666666666666666,0.0053433333333333,207.0,medium,"[('diarrhea', 3), ('pain', 1)]",0.4808999999999996,1.228966666666666,0.375,[],[],2.924193372394893,0.49624595601171206,0.5220166015640676,High Performer
